193:37,92,98,72,36,78
194:49,65,56,43,86,92
195:51,82,93,83,93,81
196:77,89,64,70,68,54
197:43,81,52,53,37,83
198:71,50,86,69,73,50
199:63,76,88,52,42,63
200:68,68,56,73,99,58
201:73,53,92,64,60,57
202:60,80,86,38,93,75
203:67,65,95,37,59,36
204:52,56,40,47,66,37
205:89,55,88,48,98,58
206:92,36,95,65,60,44
207:90,37,67,93,47,60
208:47,90,75,99,90,62
209:98,55,72,39,52,53
210:74,40,60,46,77,61
211:96,93,76,83,76,54
212:73,85,75,50,68,76
213:78,70,68,61,41,39
214:81,49,65,72,49,69
215:44,53,73,84,91,56
216:91,93,36,93,59,76
217:38,83,54,49,77,41
218:95,79,95,73,61,78
219:55,83,65,77,47,50
220:57,86,91,64,78,45
221:73,98,98,58,38,54
222:79,55,48,75,64,66
223:35,73,63,80,82,81
224:39,99,99,35,50,56
225:80,44,79,81,93,65
226:99,52,43,64,78,79
227:37,74,63,50,96,52
228:100,37,46,54,43,43
229:98,48,73,53,71,80
230:62,41,81,100,35,74
231:76,58,35,64,87,96
232:66,72,53,37,77,88
233:95,61,37,93,63,98
234:94,52,99,43,36,76
235:72,43,78,70,56,59
236:91,72,51,72,92,87
237:85,91,42,52,54,90
238:68,82,85,49,51,61
239:76,45,95,60,46,50
240:69,40,67,43,94,50
241:89,47,94,37,98,97
242:49,65,58,41,60,95
243:49,76,97,89,71,60
244:64,75,43,54,65,90
245:93,92,54,43,76,49
246:73,86,100,57,51,83
247:49,58,96,83,89,41
248:59,53,89,65,74,40
249:57,71,59,60,44,50
250:99,99,67,36,78,98
251:73,87,44,48,83,72
252:85,83,39,84,83,68
253:66,45,69,55,70,53
254:90,36,94,90,89,54
255:92,93,37,36,56,94
256:69,87,72,61,80,48
257:38,94,72,80,44,37
258:39,73,75,67,95,74
259:72,98,62,60,83,90
260:98,45,77,67,82,54
261:43,60,74,40,45,61
262:48,84,75,63,88,92
263:91,96,58,92,57,79
264:60,49,91,55,57,42
265:76,70,51,53,36,74
266:71,70,35,91,75,97
267:65,88,63,76,84,77
268:94,78,72,80,87,77
269:41,55,50,41,83,100
270:35,65,46,64,57,83
271:81,84,86,38,100,52
272:100,54,44,96,74,61
273:61,86,54,66,63,69
274:87,50,73,77,48,56
275:71,91,50,75,61,68
276:66,85,40,55,62,55
277:76,81,45,39,98,96
278:36,66,50,61,58,39
279:46,89,51,75,86,75
280:89,38,77,97,93,68
281:78,58,94,43,56,81
282:93,97,61,56,44,93
283:99,93,46,37,57,75
284:52,69,49,97,88,37
285:56,77,44,83,65,38
286:87,35,71,37,60,64
287:35,53,82,93,61,35
288:65,65,85,88,40,73
289:77,76,98,74,64,49
290:59,44,37,88,96,70
291:51,91,49,85,71,35
292:48,40,66,76,82,97
293:78,75,38,99,38,38
294:50,77,58,92,57,95
295:56,71,66,77,38,46
296:43,95,90,62,55,64
297:78,82,66,46,91,87
298:85,79,46,68,65,94
299:43,80,56,81,37,54
300:72,87,75,63,46,65
301:47,100,85,77,63,87
302:80,53,74,37,73,74
303:62,100,35,80,95,60
304:59,99,100,92,94,86
305:86,83,48,85,87,88
306:89,90,83,86,52,67
307:73,53,64,53,40,100
308:77,66,72,59,61,80
309:46,71,95,47,71,65
310:77,85,66,43,76,41
311:79,86,84,67,82,63
312:92,77,71,49,66,92
313:80,46,78,36,90,76
314:42,50,75,38,45,87
315:54,65,92,40,92,64
316:88,98,83,87,44,89
317:52,67,92,56,62,79
318:46,36,38,72,35,44
319:42,54,85,40,79,63
320:49,66,52,45,56,53
321:97,62,90,38,60,92
322:44,65,38,50,53,62
323:73,94,78,55,57,63
324:66,72,75,88,58,54
325:74,52,96,94,89,78
326:47,36,78,51,39,70
327:61,41,89,45,58,89
328:50,68,93,57,98,95
329:36,48,66,38,59,55
330:72,39,72,51,53,83
331:93,78,97,95,95,52
332:90,98,53,87,49,97
333:96,100,78,98,39,75
334:96,100,62,87,72,93
335:42,77,95,80,43,61
336:45,90,38,93,60,35
337:63,70,48,59,40,78
338:78,67,68,35,43,46
339:67,67,56,71,71,37
340:37,78,88,42,72,79
341:94,53,71,86,40,89
342:60,35,76,77,40,58
343:69,45,56,97,39,68
344:73,76,55,66,85,66
345:60,55,95,91,63,51
346:50,100,45,68,39,38
347:91,59,89,84,99,38
348:62,55,93,78,62,75
349:52,94,92,79,69,80
350:39,72,74,85,73,75
351:73,92,50,36,94,96
352:60,89,55,92,94,71
353:85,96,56,55,75,93
354:49,40,46,88,74,93
355:46,71,85,54,95,84
356:43,87,77,93,91,86
357:51,99,35,80,81,95
358:99,98,58,74,47,60
359:82,93,55,38,71,58
360:63,51,96,43,96,95
361:38,55,42,78,75,68
362:77,87,55,73,98,76
363:90,66,69,98,56,98
364:61,51,89,70,85,70
365:99,90,99,41,87,64
366:67,45,79,37,88,50
367:45,80,55,86,87,80
368:70,75,49,84,67,55
369:49,94,46,81,77,60
370:35,87,37,43,82,72
371:36,99,39,89,92,74
372:55,71,82,88,43,64
373:56,98,99,43,86,86
374:37,43,97,78,36,100
375:50,46,93,72,80,65
376:86,82,50,37,94,50
377:51,89,90,78,98,85
378:48,73,87,46,84,61
379:49,100,35,98,90,65
380:82,67,84,99,70,46
381:85,74,61,88,74,85
382:42,44,41,74,55,91
383:36,63,98,39,74,50
384:67,71,76,51,89,51
385:61,36,82,98,78,53
386:38,93,64,62,56,47
387:38,38,46,70,86,77
388:59,72,66,47,44,100
389:48,77,47,73,61,56
390:100,45,83,36,97,92
391:47,48,82,52,56,48
392:35,44,81,37,88,69
393:58,95,87,84,65,42
394:83,100,78,41,90,86
395:81,87,75,38,86,81
396:78,44,98,42,76,96
397:86,81,38,82,68,80
398:98,47,76,36,93,85
399:86,70,78,80,63,87
400:91,39,83,70,44,66
401:64,38,98,88,74,78
402:83,89,70,92,98,43
403:100,41,92,66,90,41
404:67,61,82,79,49,55
405:61,45,38,81,68,40
406:93,73,72,89,38,47
407:49,71,93,57,63,50
408:83,87,46,66,100,50
409:99,83,57,96,67,37
410:71,45,68,48,89,39
411:70,50,56,53,100,64
412:76,77,94,52,61,88
413:90,59,82,92,64,38
414:58,68,59,45,99,43
415:42,99,48,94,89,90
416:88,41,86,64,53,84
417:40,85,50,64,73,95
418:77,75,49,39,69,74
419:48,68,82,82,65,36
420:74,72,88,70,95,94
421:39,59,91,67,82,97
422:57,84,54,85,49,39
423:35,49,50,95,55,92
424:49,46,69,86,73,86
425:42,56,61,61,78,74
426:42,96,92,76,52,91
427:61,67,73,89,88,74
428:44,64,98,93,41,78
429:50,41,83,59,100,90
430:52,99,92,71,93,84
431:63,86,44,64,94,48
432:64,98,67,53,62,48
433:48,83,76,64,60,84
434:78,63,50,95,60,68
435:41,95,72,92,95,67
436:49,62,53,54,53,75
437:100,44,98,76,80,39
438:49,51,68,73,38,64
439:74,100,100,58,55,91
440:84,62,88,99,97,58
441:43,42,98,63,54,82
442:38,63,40,44,64,80
443:51,61,69,45,88,86
444:44,57,94,67,52,94
445:70,45,46,94,67,62
446:77,96,100,81,73,50
447:63,75,74,50,60,80
448:78,64,92,96,46,79
449:63,66,45,98,85,62
450:66,51,60,92,55,39
451:61,59,75,64,87,72
452:37,74,50,90,90,84
453:77,97,38,93,53,60
454:57,66,75,65,80,94
455:59,63,55,97,73,68
456:82,79,57,85,78,83
457:37,95,37,68,82,82
458:73,45,96,69,100,78
459:91,89,86,65,88,45
460:69,77,42,99,100,45
461:37,72,73,98,67,44
462:57,69,51,58,38,39
463:69,57,82,42,67,36
464:80,85,100,77,50,54
465:43,71,36,60,84,40
466:79,59,93,89,56,65
467:93,49,35,76,54,61
468:82,83,74,57,71,47
469:66,89,94,50,89,98
470:60,59,49,49,78,88
471:72,72,35,43,57,81
472:70,70,99,77,96,52
473:75,58,88,52,48,80
474:82,95,70,53,67,70
475:44,41,55,57,83,35
476:45,86,46,71,42,35
477:61,45,48,54,35,39
478:98,41,80,40,67,97
479:38,78,88,61,49,77
480:99,79,84,99,99,69
481:84,68,97,70,49,48
482:36,53,44,97,90,53
483:86,39,71,35,97,54
484:48,65,89,42,58,36
485:71,61,67,100,76,83
486:78,73,47,54,81,42
487:61,37,65,51,86,35
488:84,93,51,60,41,99
489:37,69,92,57,53,36
490:46,49,54,50,100,94
491:92,99,55,99,73,37
492:57,96,49,81,52,85
493:69,82,51,94,83,55
494:66,97,71,54,87,60
495:87,36,42,47,83,48
496:74,88,73,37,86,38
497:83,65,97,54,100,40
498:92,90,41,69,75,39
499:66,83,58,38,43,70
500:99,50,95,91,81,83
